engine_version,strategy_mode,config,total_trades,wins,losses,win_rate_pct,total_pl,final_equity,return_pct,max_dd_pct,pl_per_trade,score,db_path,risk_pct,sl_atr_mult,rr,avg_sl_pips,avg_tp_pips,daily_max_losses
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.5_RR2.5_DL2,57317,139,4720,0.24,-10166.46,-166.45,-101.66,101.66,-0.1774,-1.0,,0.01,1.5,2.5,6.4,15.99,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.5_RR2.5_DL3,38671,58,1748,0.15,-10041.47,-41.47,-100.41,100.41,-0.2597,-1.0,,0.01,1.5,2.5,9.42,23.55,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.5_RR3.0_DL1,154087,230,15922,0.15,-124572.36,-114572.36,-1245.72,1245.72,-0.8085,-1.0,,0.01,1.5,3.0,5.35,16.04,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.5_RR3.0_DL2,57405,88,4726,0.15,-10171.67,-171.67,-101.72,101.72,-0.1772,-1.0,,0.01,1.5,3.0,6.4,19.2,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.5_RR3.0_DL3,38681,35,1752,0.09,-10043.16,-43.16,-100.43,100.43,-0.2596,-1.0,,0.01,1.5,3.0,9.42,28.27,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.75_RR1.5_DL1,146669,1575,15947,1.07,-22157.31,-12157.31,-221.57,221.57,-0.1511,-1.0,,0.01,1.75,1.5,5.52,8.28,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.75_RR1.5_DL2,60490,357,3481,0.59,-10105.2,-105.2,-101.05,101.05,-0.1671,-1.0,,0.01,1.75,1.5,9.19,13.78,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.75_RR1.5_DL3,43196,146,1239,0.34,-10010.46,-10.46,-100.1,100.1,-0.2317,-1.0,,0.01,1.75,1.5,10.69,16.04,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.75_RR1.75_DL1,151747,754,12041,0.5,-29692.06,-19692.06,-296.92,296.92,-0.1957,-1.0,,0.01,1.75,1.75,6.21,10.86,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.75_RR1.75_DL2,59513,249,3505,0.42,-10111.36,-111.35,-101.11,101.11,-0.1699,-1.0,,0.01,1.75,1.75,7.64,13.37,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.75_RR1.75_DL3,44626,97,1247,0.22,-10016.0,-16.0,-100.16,100.16,-0.2244,-1.0,,0.01,1.75,1.75,10.75,18.82,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.75_RR2.0_DL1,151971,547,12597,0.36,-26324.87,-16324.87,-263.25,263.25,-0.1732,-1.0,,0.01,1.75,2.0,6.1,12.18,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.75_RR2.0_DL2,59785,191,3510,0.32,-10116.47,-116.47,-101.16,101.16,-0.1692,-1.0,,0.01,1.75,2.0,7.66,15.33,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.75_RR2.0_DL3,45253,79,1315,0.17,-10019.7,-19.7,-100.2,100.2,-0.2214,-1.0,,0.01,1.75,2.0,10.78,21.57,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.75_RR2.5_DL1,152259,309,13154,0.2,-29242.81,-19242.81,-292.43,292.43,-0.1921,-1.0,,0.01,1.75,2.5,5.82,14.54,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.75_RR2.5_DL2,61317,113,3588,0.18,-10127.43,-127.43,-101.27,101.28,-0.1652,-1.0,,0.01,1.75,2.5,7.69,19.23,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.75_RR2.5_DL3,46102,48,1327,0.1,-10023.18,-23.18,-100.23,100.23,-0.2174,-1.0,,0.01,1.75,2.5,10.76,26.91,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.75_RR3.0_DL1,153455,269,16766,0.18,-55063.02,-45063.02,-550.63,550.63,-0.3588,-1.0,,0.01,1.75,3.0,5.61,16.81,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.75_RR3.0_DL2,62908,71,3592,0.11,-10134.39,-134.39,-101.34,101.34,-0.1611,-1.0,,0.01,1.75,3.0,7.85,23.55,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR1.75_RR3.0_DL3,47476,26,1330,0.05,-10027.1,-27.1,-100.27,100.27,-0.2112,-1.0,,0.01,1.75,3.0,10.86,32.6,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.0_RR1.5_DL1,144729,1659,15988,1.15,-123012.48,-113012.48,-1230.12,1230.13,-0.85,-1.0,,0.01,2.0,1.5,5.81,8.73,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.0_RR1.5_DL2,66689,270,2632,0.4,-10073.69,-73.69,-100.74,100.74,-0.1511,-1.0,,0.01,2.0,1.5,9.91,14.87,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.0_RR1.5_DL3,52463,100,868,0.19,-9993.41,6.59,-99.93,99.94,-0.1905,-1.0,,0.01,2.0,1.5,12.81,19.22,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.0_RR1.75_DL1,147622,1035,16428,0.7,-82893.96,-72893.96,-828.94,828.94,-0.5615,-1.0,,0.01,2.0,1.75,6.06,10.61,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.0_RR1.75_DL2,67327,196,2689,0.29,-10080.96,-80.96,-100.81,100.81,-0.1497,-1.0,,0.01,2.0,1.75,10.01,17.51,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.0_RR1.75_DL3,53828,79,942,0.15,-10001.27,-1.27,-100.01,100.01,-0.1858,-1.0,,0.01,2.0,1.75,12.86,22.5,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.0_RR2.0_DL1,149953,678,15377,0.45,-17814.35,-7814.35,-178.14,178.15,-0.1188,-1.0,,0.01,2.0,2.0,5.97,11.95,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.0_RR2.0_DL2,67862,146,2694,0.22,-10086.47,-86.47,-100.86,100.87,-0.1486,-1.0,,0.01,2.0,2.0,10.05,20.1,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.0_RR2.0_DL3,55713,55,935,0.1,-10002.62,-2.62,-100.03,100.03,-0.1795,-1.0,,0.01,2.0,2.0,13.96,27.93,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.0_RR2.5_DL1,152915,427,17001,0.28,-31369.26,-21369.26,-313.69,313.69,-0.2051,-1.0,,0.01,2.0,2.5,5.94,14.85,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.0_RR2.5_DL2,71258,80,2701,0.11,-10091.85,-91.85,-100.92,100.92,-0.1416,-1.0,,0.01,2.0,2.5,10.36,25.88,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.0_RR2.5_DL3,56757,33,943,0.06,-10005.59,-5.59,-100.06,100.06,-0.1763,-1.0,,0.01,2.0,2.5,13.88,34.71,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.0_RR3.0_DL1,153193,266,16542,0.17,-35953.71,-25953.71,-359.54,359.54,-0.2347,-1.0,,0.01,2.0,3.0,6.01,18.05,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.0_RR3.0_DL2,72850,53,2704,0.07,-10096.74,-96.74,-100.97,100.97,-0.1386,-1.0,,0.01,2.0,3.0,10.47,31.41,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.0_RR3.0_DL3,58711,16,944,0.03,-10008.38,-8.38,-100.08,100.08,-0.1705,-1.0,,0.01,2.0,3.0,13.92,41.78,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.25_RR1.5_DL1,143234,1407,14243,0.98,-98989.47,-88989.47,-989.89,989.9,-0.6911,-1.0,,0.01,2.25,1.5,6.8,10.21,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.25_RR1.5_DL2,70839,206,1879,0.29,-10042.37,-42.37,-100.42,100.43,-0.1418,-1.0,,0.01,2.25,1.5,11.43,17.15,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.25_RR1.5_DL3,58320,100,790,0.17,-9986.29,13.71,-99.86,99.87,-0.1712,-1.0,,0.01,2.25,1.5,13.89,20.83,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.25_RR1.75_DL1,148025,1020,15517,0.69,-11070.21,-1070.21,-110.7,110.7,-0.0748,-1.0,,0.01,2.25,1.75,6.28,10.99,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.25_RR1.75_DL2,71647,148,1885,0.21,-10046.68,-46.68,-100.47,100.47,-0.1402,-1.0,,0.01,2.25,1.75,11.49,20.11,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.25_RR1.75_DL3,64462,72,765,0.11,-9986.39,13.61,-99.86,99.87,-0.1549,-1.0,,0.01,2.25,1.75,16.03,28.06,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.25_RR2.0_DL1,150137,758,16207,0.5,-11606.3,-1606.3,-116.06,116.06,-0.0773,-1.0,,0.01,2.25,2.0,6.27,12.53,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.25_RR2.0_DL2,73159,102,1890,0.14,-10051.95,-51.95,-100.52,100.52,-0.1374,-1.0,,0.01,2.25,2.0,11.54,23.09,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.25_RR2.0_DL3,64880,56,771,0.09,-9989.38,10.62,-99.89,99.89,-0.154,-1.0,,0.01,2.25,2.0,15.98,31.97,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.25_RR2.5_DL1,152557,412,16165,0.27,-16173.62,-6173.62,-161.74,161.74,-0.106,-1.0,,0.01,2.25,2.5,6.35,15.88,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.25_RR2.5_DL2,77451,61,1895,0.08,-10055.99,-55.99,-100.56,100.56,-0.1298,-1.0,,0.01,2.25,2.5,11.99,29.97,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.25_RR2.5_DL3,68078,32,774,0.05,-9993.32,6.68,-99.93,99.93,-0.1468,-1.0,,0.01,2.25,2.5,15.92,39.79,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.25_RR3.0_DL1,152163,247,14632,0.16,-16284.68,-6284.68,-162.85,162.85,-0.107,-1.0,,0.01,2.25,3.0,6.65,19.94,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.25_RR3.0_DL2,77821,43,1897,0.06,-10059.61,-59.61,-100.6,100.6,-0.1293,-1.0,,0.01,2.25,3.0,12.02,36.07,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.25_RR3.0_DL3,69106,19,776,0.03,-9996.87,3.13,-99.97,99.97,-0.1447,-1.0,,0.01,2.25,3.0,15.92,47.77,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.5_RR1.5_DL1,146624,1175,11664,0.8,-39474.02,-29474.02,-394.74,393.27,-0.2692,-1.0037,,0.01,2.5,1.5,8.12,12.18,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.5_RR1.5_DL2,75529,178,1545,0.24,-10028.16,-28.16,-100.28,100.29,-0.1328,-1.0,,0.01,2.5,1.5,12.66,19.0,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.5_RR1.5_DL3,62953,86,630,0.14,-9944.09,55.91,-99.44,99.45,-0.158,-0.9999,,0.01,2.5,1.5,15.11,22.66,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.5_RR1.75_DL1,147518,785,11964,0.53,-12868.38,-2868.38,-128.68,128.68,-0.0872,-1.0,,0.01,2.5,1.75,7.11,12.42,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.5_RR1.75_DL2,77233,123,1556,0.16,-10032.14,-32.14,-100.32,100.32,-0.1299,-1.0,,0.01,2.5,1.75,12.71,22.24,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.5_RR1.75_DL3,71408,60,606,0.08,-9945.32,54.68,-99.45,99.48,-0.1393,-0.9998,,0.01,2.5,1.75,20.15,35.27,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.5_RR2.0_DL1,150739,666,14111,0.44,-11341.11,-1341.11,-113.41,113.41,-0.0752,-1.0,,0.01,2.5,2.0,6.87,13.72,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.5_RR2.0_DL2,78688,88,1552,0.11,-10034.42,-34.42,-100.34,100.34,-0.1275,-1.0,,0.01,2.5,2.0,13.07,26.15,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.5_RR2.0_DL3,72440,48,610,0.07,-9952.6,47.4,-99.53,99.53,-0.1374,-1.0,,0.01,2.5,2.0,20.04,40.1,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.5_RR2.5_DL1,152096,378,14324,0.25,-11226.74,-1226.74,-112.27,112.27,-0.0738,-1.0,,0.01,2.5,2.5,6.95,17.34,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.5_RR2.5_DL2,82696,53,1564,0.06,-10037.3,-37.3,-100.37,100.37,-0.1214,-1.0,,0.01,2.5,2.5,13.22,33.05,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.5_RR2.5_DL3,75168,27,613,0.04,-9967.57,32.43,-99.68,99.68,-0.1326,-1.0,,0.01,2.5,2.5,19.97,49.95,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.5_RR3.0_DL1,152374,244,14741,0.16,-11693.52,-1693.52,-116.94,116.94,-0.0767,-1.0,,0.01,2.5,3.0,6.92,20.73,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.5_RR3.0_DL2,82695,32,1568,0.04,-10040.28,-40.28,-100.4,100.4,-0.1214,-1.0,,0.01,2.5,3.0,13.2,39.62,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.01_ATR2.5_RR3.0_DL3,75244,21,615,0.03,-9969.38,30.62,-99.69,99.7,-0.1325,-1.0,,0.01,2.5,3.0,19.96,59.9,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.0_RR1.5_DL1,150064,2343,23466,1.56,-242907.91,-232907.91,-2429.08,2429.08,-1.6187,-1.0,,0.02,1.0,1.5,4.4,6.61,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.0_RR1.5_DL2,51141,713,7034,1.39,-10815.53,-815.53,-108.16,108.16,-0.2115,-1.0,,0.02,1.0,1.5,4.71,7.06,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.0_RR1.5_DL3,27034,263,2527,0.97,-10083.61,-83.61,-100.84,100.84,-0.373,-1.0,,0.02,1.0,1.5,4.62,6.93,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.0_RR1.75_DL1,152162,1517,23616,1.0,-256197.8,-246197.8,-2561.98,2561.98,-1.6837,-1.0,,0.02,1.0,1.75,4.43,7.76,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.0_RR1.75_DL2,51157,481,7034,0.94,-10882.77,-882.77,-108.83,108.83,-0.2127,-1.0,,0.02,1.0,1.75,4.7,8.23,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.0_RR1.75_DL3,27263,190,2590,0.7,-10086.62,-86.62,-100.87,100.87,-0.37,-1.0,,0.02,1.0,1.75,4.62,8.09,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.0_RR2.0_DL1,153314,1070,23827,0.7,-262557.62,-252557.62,-2625.58,2624.55,-1.7125,-1.0004,,0.02,1.0,2.0,4.43,8.87,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.0_RR2.0_DL2,51597,351,7138,0.68,-11363.52,-1363.52,-113.64,113.64,-0.2202,-1.0,,0.02,1.0,2.0,4.7,9.4,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.0_RR2.0_DL3,27509,138,2639,0.5,-10625.37,-625.37,-106.25,106.25,-0.3863,-1.0,,0.02,1.0,2.0,4.62,9.24,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.0_RR2.5_DL1,153466,625,24949,0.41,-672472.88,-662472.88,-6724.73,6724.73,-4.3819,-1.0,,0.02,1.0,2.5,4.3,10.77,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.0_RR2.5_DL2,52219,207,7223,0.4,-11609.91,-1609.91,-116.1,116.1,-0.2223,-1.0,,0.02,1.0,2.5,4.69,11.73,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.0_RR2.5_DL3,27748,76,2670,0.27,-10674.0,-674.0,-106.74,106.74,-0.3847,-1.0,,0.02,1.0,2.5,4.62,11.55,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.0_RR3.0_DL1,153926,367,24599,0.24,-693588.24,-683588.24,-6935.88,6935.88,-4.506,-1.0,,0.02,1.0,3.0,4.33,12.99,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.0_RR3.0_DL2,51667,122,7235,0.24,-11538.96,-1538.96,-115.39,115.39,-0.2233,-1.0,,0.02,1.0,3.0,4.46,13.39,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.0_RR3.0_DL3,28456,45,2669,0.16,-10816.87,-816.87,-108.17,108.17,-0.3801,-1.0,,0.02,1.0,3.0,5.1,15.29,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.25_RR1.5_DL1,148545,2269,22635,1.53,-142733.74,-132733.74,-1427.34,1427.34,-0.9609,-1.0,,0.02,1.25,1.5,4.44,6.65,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.25_RR1.5_DL2,53688,562,5667,1.05,-10342.42,-342.42,-103.42,103.43,-0.1926,-1.0,,0.02,1.25,1.5,6.46,9.69,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.25_RR1.5_DL3,29125,227,2095,0.78,-10105.53,-105.53,-101.06,101.06,-0.347,-1.0,,0.02,1.25,1.5,5.36,8.04,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.25_RR1.75_DL1,151623,1348,20942,0.89,-152423.79,-142423.79,-1524.24,1524.24,-1.0053,-1.0,,0.02,1.25,1.75,4.67,8.17,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.25_RR1.75_DL2,54365,390,5734,0.72,-10264.2,-264.2,-102.64,102.64,-0.1888,-1.0,,0.02,1.25,1.75,6.48,11.35,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.25_RR1.75_DL3,29668,165,2137,0.56,-10101.18,-101.17,-101.01,101.01,-0.3405,-1.0,,0.02,1.25,1.75,5.45,9.54,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.25_RR2.0_DL1,153103,1021,22695,0.67,-377074.27,-367074.27,-3770.74,3770.74,-2.4629,-1.0,,0.02,1.25,2.0,4.51,9.03,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.25_RR2.0_DL2,54784,284,5767,0.52,-10221.34,-221.34,-102.21,102.21,-0.1866,-1.0,,0.02,1.25,2.0,6.47,12.95,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.25_RR2.0_DL3,29911,121,2197,0.4,-10810.6,-810.6,-108.11,108.11,-0.3614,-1.0,,0.02,1.25,2.0,5.44,10.87,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.25_RR2.5_DL1,153668,491,21102,0.32,-397952.61,-387952.61,-3979.53,3979.53,-2.5897,-1.0,,0.02,1.25,2.5,4.71,11.79,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.25_RR2.5_DL2,52902,167,5944,0.32,-10252.58,-252.58,-102.53,102.53,-0.1938,-1.0,,0.02,1.25,2.5,5.14,12.86,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.25_RR2.5_DL3,33623,58,2164,0.17,-10872.36,-872.36,-108.72,108.72,-0.3234,-1.0,,0.02,1.25,2.5,7.72,19.29,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.25_RR3.0_DL1,153926,293,20694,0.19,-412049.63,-402049.63,-4120.5,4120.5,-2.6769,-1.0,,0.02,1.25,3.0,4.75,14.28,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.25_RR3.0_DL2,52907,103,5946,0.19,-10290.92,-290.92,-102.91,102.91,-0.1945,-1.0,,0.02,1.25,3.0,5.14,15.43,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.25_RR3.0_DL3,33638,36,2170,0.11,-11060.02,-1060.02,-110.6,110.6,-0.3288,-1.0,,0.02,1.25,3.0,7.71,23.14,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.5_RR1.5_DL1,146611,1804,18073,1.23,-11317.16,-1317.16,-113.17,113.17,-0.0772,-1.0,,0.02,1.5,1.5,5.09,7.65,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.5_RR1.5_DL2,57240,459,4604,0.8,-11007.27,-1007.27,-110.07,110.07,-0.1923,-1.0,,0.02,1.5,1.5,7.86,11.79,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.5_RR1.5_DL3,37642,185,1661,0.49,-10112.22,-112.22,-101.12,101.12,-0.2686,-1.0,,0.02,1.5,1.5,9.48,14.23,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.5_RR1.75_DL1,151049,1188,18840,0.79,-10831.44,-831.44,-108.31,108.31,-0.0717,-1.0,,0.02,1.5,1.75,5.02,8.79,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.5_RR1.75_DL2,58183,302,4559,0.52,-10984.39,-984.39,-109.84,109.84,-0.1888,-1.0,,0.02,1.5,1.75,7.97,13.95,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.5_RR1.75_DL3,37696,134,1674,0.36,-10123.27,-123.27,-101.23,101.23,-0.2686,-1.0,,0.02,1.5,1.75,9.47,16.57,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.5_RR2.0_DL1,152525,736,16982,0.48,-10911.18,-911.18,-109.11,109.11,-0.0715,-1.0,,0.02,1.5,2.0,5.4,10.79,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.5_RR2.0_DL2,56012,242,4686,0.43,-11171.27,-1171.27,-111.71,111.71,-0.1994,-1.0,,0.02,1.5,2.0,6.31,12.63,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.5_RR2.0_DL3,38402,91,1738,0.24,-11436.27,-1436.27,-114.36,114.36,-0.2978,-1.0,,0.02,1.5,2.0,9.41,18.82,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.5_RR2.5_DL1,153807,355,15896,0.23,-245260.26,-235260.26,-2452.6,2456.33,-1.5946,-0.9985,,0.02,1.5,2.5,5.35,13.39,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.5_RR2.5_DL2,57317,139,4720,0.24,-11248.84,-1248.84,-112.49,112.49,-0.1963,-1.0,,0.02,1.5,2.5,6.4,15.99,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.5_RR2.5_DL3,38671,58,1748,0.15,-11527.18,-1527.18,-115.27,115.27,-0.2981,-1.0,,0.02,1.5,2.5,9.42,23.55,3
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.5_RR3.0_DL1,154087,230,15922,0.15,-248502.29,-238502.29,-2485.02,2490.65,-1.6127,-0.9977,,0.02,1.5,3.0,5.35,16.04,1
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.5_RR3.0_DL2,57405,88,4726,0.15,-11488.8,-1488.8,-114.89,114.89,-0.2001,-1.0,,0.02,1.5,3.0,6.4,19.2,2
v2_backtest_atr_adx,RANGE_ONLY,RANGE_ONLY_R0.02_ATR1.5_RR3.0_DL3,38681,35,1752,0.09,-11846.06,-1846.06,-118.46,118.46,-0.3063,-1.0,,0.02,1.5,3.0,9.42,28.27,3
